ranking,icd3,disease_name,patient_count,morbidity_pct,morbidity_group,scarcity_weight_pct
1,K05,Gingivitis and periodontal diseases,20179142,6.263536803,Group 1 (Morbidity >=1%),-80
2,J20,Acute bronchitis,15423293,4.787337505,Group 1 (Morbidity >=1%),-80
3,I10,Essential (primary) hypertension,7546132,2.342293617,Group 1 (Morbidity >=1%),-80
4,J30,Vasomotor and allergic rhinitis,7146470,2.218239896,Group 1 (Morbidity >=1%),-80
5,K02,Dental caries,6180182,1.918307399,Group 1 (Morbidity >=1%),-80
6,M54,Dorsalgia,5932011,1.841275968,Group 1 (Morbidity >=1%),-80
7,J06,Acute upper respiratory infections of multiple and unspecified sites,5788505,1.796732195,Group 1 (Morbidity >=1%),-80
8,K29,Gastritis and duodenitis,5071923,1.574307588,Group 1 (Morbidity >=1%),-80
9,A09,Other gastroenteritis and colitis of infectious and unspecified origin,4920292,1.527241843,Group 1 (Morbidity >=1%),-80
10,K21,Gastro-oesophageal reflux disease,4560306,1.415503417,Group 1 (Morbidity >=1%),-80
11,J02,Acute pharyngitis,4274610,1.326824354,Group 1 (Morbidity >=1%),-80
12,J00,Acute nasopharyngitis [common cold],4235835,1.314788726,Group 1 (Morbidity >=1%),-80
13,H10,Conjunctivitis,4189018,1.300256889,Group 1 (Morbidity >=1%),-80
14,J03,Acute tonsillitis,4181631,1.29796399,Group 1 (Morbidity >=1%),-80
15,J01,Acute sinusitis,4156095,1.290037703,Group 1 (Morbidity >=1%),-80
16,L23,Allergic contact dermatitis,4152007,1.288768801,Group 1 (Morbidity >=1%),-80
17,E11,Type 2 diabetes mellitus,3779242,1.173063818,Group 1 (Morbidity >=1%),-80
18,E78,Disorders of lipoprotein metabolism and other lipidaemias,3495139,1.084879216,Group 1 (Morbidity >=1%),-80
19,M17,Gonarthrosis [arthrosis of knee],3453627,1.071994033,Group 1 (Morbidity >=1%),-80
20,M79,"Other soft tissue disorders, not elsewhere classified",3195951,0.992012282,Group 2 (Morbidity >=0.1%),-60
21,K04,Diseases of pulp and periapical tissues,3110096,0.965363183,Group 2 (Morbidity >=0.1%),-60
22,J10,Influenza due to identified seasonal influenza virus,2898629,0.899724548,Group 2 (Morbidity >=0.1%),-60
23,J04,Acute laryngitis and tracheitis,2873890,0.892045647,Group 2 (Morbidity >=0.1%),-60
24,R10,Abdominal and pelvic pain,2718472,0.84380443,Group 2 (Morbidity >=0.1%),-60
25,H04,Disorders of lacrimal system,2638696,0.819042232,Group 2 (Morbidity >=0.1%),-60
26,H52,Disorders of refraction and accommodation,2595833,0.805737703,Group 2 (Morbidity >=0.1%),-60
27,M75,Shoulder lesions,2501828,0.776558872,Group 2 (Morbidity >=0.1%),-60
28,L50,Urticaria,2250352,0.69850158,Group 2 (Morbidity >=0.1%),-60
29,S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",2250166,0.698443846,Group 2 (Morbidity >=0.1%),-60
30,J32,Chronic sinusitis,2180318,0.676763265,Group 2 (Morbidity >=0.1%),-60
31,K03,Other diseases of hard tissues of teeth,2175732,0.675339787,Group 2 (Morbidity >=0.1%),-60
32,J40,"Bronchitis, not specified as acute or chronic",2147762,0.666657994,Group 2 (Morbidity >=0.1%),-60
33,S93,"Dislocation, sprain and strain of joints and ligaments at ankle and foot level",2103575,0.6529425,Group 2 (Morbidity >=0.1%),-60
34,M48,Other spondylopathies,2009052,0.623602884,Group 2 (Morbidity >=0.1%),-60
35,M51,Other intervertebral disc disorders,2000672,0.62100176,Group 2 (Morbidity >=0.1%),-60
36,B35,Dermatophytosis,1955663,0.60703112,Group 2 (Morbidity >=0.1%),-60
37,K59,Other functional intestinal disorders,1905230,0.591376889,Group 2 (Morbidity >=0.1%),-60
38,M65,Synovitis and tenosynovitis,1867737,0.57973919,Group 2 (Morbidity >=0.1%),-60
39,K00,Disorders of tooth development and eruption,1837224,0.570268059,Group 2 (Morbidity >=0.1%),-60
40,K63,Other diseases of intestine,1754841,0.544696657,Group 2 (Morbidity >=0.1%),-60
41,M25,"Other joint disorders, not elsewhere classified",1702163,0.528345585,Group 2 (Morbidity >=0.1%),-60
42,N40,Hyperplasia of prostate,1697180,0.526798879,Group 2 (Morbidity >=0.1%),-60
43,N30,Cystitis,1678773,0.521085409,Group 2 (Morbidity >=0.1%),-60
44,L30,Other dermatitis,1612746,0.500590854,Group 2 (Morbidity >=0.1%),-60
45,H35,Other retinal disorders,1589146,0.493265494,Group 2 (Morbidity >=0.1%),-60
46,H60,Otitis externa,1579852,0.490380669,Group 2 (Morbidity >=0.1%),-60
47,S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",1576641,0.489383985,Group 2 (Morbidity >=0.1%),-60
48,H00,Hordeolum and chalazion,1547615,0.480374414,Group 2 (Morbidity >=0.1%),-60
49,K08,Other disorders of teeth and supporting structures,1526556,0.473837772,Group 2 (Morbidity >=0.1%),-60
50,M77,Other enthesopathies,1495482,0.464192509,Group 2 (Morbidity >=0.1%),-60
51,H25,Senile cataract,1492548,0.463281805,Group 2 (Morbidity >=0.1%),-60
52,Z46,Fitting and adjustment of other devices,1392801,0.432320677,Group 2 (Morbidity >=0.1%),-60
53,L02,"Cutaneous abscess, furuncle and carbuncle",1368216,0.424689576,Group 2 (Morbidity >=0.1%),-60
54,H16,Keratitis,1351131,0.419386451,Group 2 (Morbidity >=0.1%),-60
55,K07,Dentofacial anomalies [including malocclusion],1337417,0.415129672,Group 2 (Morbidity >=0.1%),-60
56,K01,Embedded and impacted teeth,1328223,0.412275886,Group 2 (Morbidity >=0.1%),-60
57,M81,Osteoporosis without pathological fracture,1321482,0.410183502,Group 2 (Morbidity >=0.1%),-60
58,J34,Other disorders of nose and nasal sinuses,1314677,0.408071254,Group 2 (Morbidity >=0.1%),-60
59,K58,Irritable bowel syndrome,1305284,0.405155698,Group 2 (Morbidity >=0.1%),-60
60,J11,"Influenza, virus not identified",1280415,0.397436446,Group 2 (Morbidity >=0.1%),-60
61,H40,Glaucoma,1276876,0.396337952,Group 2 (Morbidity >=0.1%),-60
62,L24,Irritant contact dermatitis,1257005,0.390170062,Group 2 (Morbidity >=0.1%),-60
63,L03,Cellulitis,1234687,0.383242631,Group 2 (Morbidity >=0.1%),-60
64,M19,Other arthrosis,1229968,0.381777869,Group 2 (Morbidity >=0.1%),-60
65,H81,Disorders of vestibular function,1222793,0.379550774,Group 2 (Morbidity >=0.1%),-60
66,M47,Spondylosis,1200144,0.372520601,Group 2 (Morbidity >=0.1%),-60
67,N76,Other inflammation of vagina and vulva,1183320,0.367298489,Group 2 (Morbidity >=0.1%),-60
68,K52,Other noninfective gastroenteritis and colitis,1102758,0.342292319,Group 2 (Morbidity >=0.1%),-60
69,H66,Suppurative and unspecified otitis media,1079550,0.335088635,Group 2 (Morbidity >=0.1%),-60
70,R51,Headache,1079150,0.334964477,Group 2 (Morbidity >=0.1%),-60
71,F32,Depressive episode,1075264,0.333758276,Group 2 (Morbidity >=0.1%),-60
72,R42,Dizziness and giddiness,1049164,0.325656925,Group 2 (Morbidity >=0.1%),-60
73,N72,Inflammatory disease of cervix uteri,1047152,0.325032407,Group 2 (Morbidity >=0.1%),-60
74,M13,Other arthritis,1025791,0.318402025,Group 2 (Morbidity >=0.1%),-60
75,G47,Sleep disorders,1003924,0.311614583,Group 2 (Morbidity >=0.1%),-60
76,L20,Atopic dermatitis,995392,0.308966279,Group 2 (Morbidity >=0.1%),-60
77,M50,Cervical disc disorders,990422,0.307423608,Group 2 (Morbidity >=0.1%),-60
78,R07,Pain in throat and chest,980772,0.304428281,Group 2 (Morbidity >=0.1%),-60
79,S83,"Dislocation, sprain and strain of joints and ligaments of knee",975872,0.302907338,Group 2 (Morbidity >=0.1%),-60
80,J18,"Pneumonia, organism unspecified",961154,0.298338921,Group 2 (Morbidity >=0.1%),-60
81,S13,"Dislocation, sprain and strain of joints and ligaments at neck level",896046,0.27812962,Group 2 (Morbidity >=0.1%),-60
82,S02,Fracture of skull and facial bones,881871,0.273729748,Group 2 (Morbidity >=0.1%),-60
83,F41,Other anxiety disorders,854412,0.265206569,Group 2 (Morbidity >=0.1%),-60
84,J45,Asthma,851441,0.26428438,Group 2 (Morbidity >=0.1%),-60
85,R50,Fever of other and unknown origin,851028,0.264156187,Group 2 (Morbidity >=0.1%),-60
86,B00,Herpesviral [herpes simplex] infections,848107,0.263249518,Group 2 (Morbidity >=0.1%),-60
87,K12,Stomatitis and related lesions,805616,0.250060457,Group 2 (Morbidity >=0.1%),-60
88,S61,Open wound of wrist and hand,799054,0.248023634,Group 2 (Morbidity >=0.1%),-60
89,H61,Other disorders of external ear,797944,0.247679094,Group 2 (Morbidity >=0.1%),-60
90,B02,Zoster [herpes zoster],795489,0.24691707,Group 2 (Morbidity >=0.1%),-60
91,J21,Acute bronchiolitis,787528,0.244446003,Group 2 (Morbidity >=0.1%),-60
92,K76,Other diseases of liver,778314,0.241586009,Group 2 (Morbidity >=0.1%),-60
93,K30,Functional dyspepsia,773460,0.240079344,Group 2 (Morbidity >=0.1%),-60
94,I20,Angina pectoris,764782,0.237385722,Group 2 (Morbidity >=0.1%),-60
95,L21,Seborrhoeic dermatitis,761777,0.236452981,Group 2 (Morbidity >=0.1%),-60
96,N95,Menopausal and other perimenopausal disorders,750876,0.233069348,Group 2 (Morbidity >=0.1%),-60
97,T85,"Complications of other internal prosthetic devices, implants and grafts",750205,0.232861071,Group 2 (Morbidity >=0.1%),-60
98,K64,Haemorrhoids and perianal venous thrombosis,739628,0.229578007,Group 2 (Morbidity >=0.1%),-60
99,U07,Emergency use of U07,734573,0.228008952,Group 2 (Morbidity >=0.1%),-60
100,F00,Dementia in Alzheimer disease,733356,0.227631199,Group 2 (Morbidity >=0.1%),-60
101,D25,Leiomyoma of uterus,698294,0.216748074,Group 2 (Morbidity >=0.1%),-60
102,J38,"Diseases of vocal cords and larynx, not elsewhere classified",690881,0.214447104,Group 2 (Morbidity >=0.1%),-60
103,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",686611,0.213121711,Group 2 (Morbidity >=0.1%),-60
104,S43,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle",682761,0.211926684,Group 2 (Morbidity >=0.1%),-60
105,N93,Other abnormal uterine and vaginal bleeding,682362,0.211802836,Group 2 (Morbidity >=0.1%),-60
106,B37,Candidiasis,669842,0.207916671,Group 2 (Morbidity >=0.1%),-60
107,E03,Other hypothyroidism,665935,0.206703951,Group 2 (Morbidity >=0.1%),-60
108,H01,Other inflammation of eyelid,663209,0.20585781,Group 2 (Morbidity >=0.1%),-60
109,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified",643438,0.199720959,Group 2 (Morbidity >=0.1%),-60
110,S23,"Dislocation, sprain and strain of joints and ligaments of thorax",631820,0.196114772,Group 2 (Morbidity >=0.1%),-60
111,L08,Other local infections of skin and subcutaneous tissue,623330,0.193479504,Group 2 (Morbidity >=0.1%),-60
112,H11,Other disorders of conjunctiva,604442,0.187616734,Group 2 (Morbidity >=0.1%),-60
113,A04,Other bacterial intestinal infections,600091,0.186266198,Group 2 (Morbidity >=0.1%),-60
114,I63,Cerebral infarction,599700,0.186144833,Group 2 (Morbidity >=0.1%),-60
115,G43,Migraine,585317,0.181680399,Group 2 (Morbidity >=0.1%),-60
116,D12,"Benign neoplasm of colon, rectum, anus and anal canal",576828,0.179045442,Group 2 (Morbidity >=0.1%),-60
117,M10,Gout,565598,0.175559689,Group 2 (Morbidity >=0.1%),-60
118,N63,Unspecified lump in breast,564279,0.175150276,Group 2 (Morbidity >=0.1%),-60
119,R11,Nausea and vomiting,562737,0.174671644,Group 2 (Morbidity >=0.1%),-60
120,N64,Other disorders of breast,556928,0.17286855,Group 2 (Morbidity >=0.1%),-60
121,E04,Other nontoxic goitre,547745,0.170018178,Group 2 (Morbidity >=0.1%),-60
122,K25,Gastric ulcer,545457,0.169307991,Group 2 (Morbidity >=0.1%),-60
123,H90,Conductive and sensorineural hearing loss,540643,0.167813742,Group 2 (Morbidity >=0.1%),-60
124,L25,Unspecified contact dermatitis,540514,0.167773701,Group 2 (Morbidity >=0.1%),-60
125,T14,Injury of unspecified body region,535884,0.166336565,Group 2 (Morbidity >=0.1%),-60
126,R73,Elevated blood glucose level,527518,0.163739787,Group 2 (Morbidity >=0.1%),-60
127,J36,Peritonsillar abscess,523269,0.162420912,Group 2 (Morbidity >=0.1%),-60
128,L04,Acute lymphadenitis,522541,0.162194943,Group 2 (Morbidity >=0.1%),-60
129,D23,Other benign neoplasms of skin,518404,0.160910832,Group 2 (Morbidity >=0.1%),-60
130,H65,Nonsuppurative otitis media,516216,0.160231684,Group 2 (Morbidity >=0.1%),-60
131,Z29,Need for other prophylactic measures,514701,0.159761434,Group 2 (Morbidity >=0.1%),-60
132,G44,Other headache syndromes,514286,0.159632619,Group 2 (Morbidity >=0.1%),-60
133,J22,Unspecified acute lower respiratory infection,509488,0.158143336,Group 2 (Morbidity >=0.1%),-60
134,S22,"Fracture of rib(s), sternum and thoracic spine",508172,0.157734854,Group 2 (Morbidity >=0.1%),-60
135,N91,"Absent, scanty and rare menstruation",506855,0.157326062,Group 2 (Morbidity >=0.1%),-60
136,S01,Open wound of head,501147,0.155554318,Group 2 (Morbidity >=0.1%),-60
137,N34,Urethritis and urethral syndrome,495635,0.153843412,Group 2 (Morbidity >=0.1%),-60
138,Z34,Supervision of normal pregnancy,484655,0.150435258,Group 2 (Morbidity >=0.1%),-60
139,S92,"Fracture of foot, except ankle",480012,0.148994086,Group 2 (Morbidity >=0.1%),-60
140,B07,Viral warts,468488,0.145417076,Group 2 (Morbidity >=0.1%),-60
141,H36,Retinal disorders in diseases classified elsewhere,467489,0.14510699,Group 2 (Morbidity >=0.1%),-60
142,C73,Malignant neoplasm of thyroid gland,465056,0.144351795,Group 2 (Morbidity >=0.1%),-60
143,E14,Unspecified diabetes mellitus,464784,0.144267367,Group 2 (Morbidity >=0.1%),-60
144,N39,Other disorders of urinary system,458373,0.142277415,Group 2 (Morbidity >=0.1%),-60
145,N92,"Excessive, frequent and irregular menstruation",456051,0.141556674,Group 2 (Morbidity >=0.1%),-60
146,L28,Lichen simplex chronicus and prurigo,453543,0.140778199,Group 2 (Morbidity >=0.1%),-60
147,D24,Benign neoplasm of breast,451731,0.140215761,Group 2 (Morbidity >=0.1%),-60
148,K75,Other inflammatory liver diseases,450786,0.139922436,Group 2 (Morbidity >=0.1%),-60
149,H26,Other cataract,446470,0.138582764,Group 2 (Morbidity >=0.1%),-60
150,I67,Other cerebrovascular diseases,445341,0.138232326,Group 2 (Morbidity >=0.1%),-60
151,J35,Chronic diseases of tonsils and adenoids,444958,0.138113444,Group 2 (Morbidity >=0.1%),-60
152,R05,Cough,440391,0.136695863,Group 2 (Morbidity >=0.1%),-60
153,B18,Chronic viral hepatitis,438512,0.136112628,Group 2 (Morbidity >=0.1%),-60
154,L29,Pruritus,432060,0.134109949,Group 2 (Morbidity >=0.1%),-60
155,F51,Nonorganic sleep disorders,420607,0.130554977,Group 2 (Morbidity >=0.1%),-60
156,M62,Other disorders of muscle,420546,0.130536043,Group 2 (Morbidity >=0.1%),-60
157,J39,Other diseases of upper respiratory tract,411744,0.127803932,Group 2 (Morbidity >=0.1%),-60
158,S62,Fracture at wrist and hand level,407925,0.126618528,Group 2 (Morbidity >=0.1%),-60
159,H93,"Other disorders of ear, not elsewhere classified",406551,0.126192043,Group 2 (Morbidity >=0.1%),-60
160,N18,Chronic kidney disease,404545,0.125569387,Group 2 (Morbidity >=0.1%),-60
161,S80,Superficial injury of lower leg,404357,0.125511033,Group 2 (Morbidity >=0.1%),-60
162,S60,Superficial injury of wrist and hand,401770,0.124708037,Group 2 (Morbidity >=0.1%),-60
163,R94,Abnormal results of function studies,396496,0.123071005,Group 2 (Morbidity >=0.1%),-60
164,M72,Fibroblastic disorders,391826,0.121621453,Group 2 (Morbidity >=0.1%),-60
165,T15,Foreign body on external eye,386877,0.1200853,Group 2 (Morbidity >=0.1%),-60
166,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",385078,0.119526897,Group 2 (Morbidity >=0.1%),-60
167,J37,Chronic laryngitis and laryngotracheitis,380108,0.117984226,Group 2 (Morbidity >=0.1%),-60
168,S90,Superficial injury of ankle and foot,377085,0.117045897,Group 2 (Morbidity >=0.1%),-60
169,S00,Superficial injury of head,371410,0.115284396,Group 2 (Morbidity >=0.1%),-60
170,A08,Viral and other specified intestinal infections,369594,0.114720716,Group 2 (Morbidity >=0.1%),-60
171,N20,Calculus of kidney and ureter,365182,0.113351246,Group 2 (Morbidity >=0.1%),-60
172,K80,Cholelithiasis,364771,0.113223673,Group 2 (Morbidity >=0.1%),-60
173,M76,"Enthesopathies of lower limb, excluding foot",360849,0.112006298,Group 2 (Morbidity >=0.1%),-60
174,M53,"Other dorsopathies, not elsewhere classified",359396,0.111555292,Group 2 (Morbidity >=0.1%),-60
175,Z96,Presence of other functional implants,347294,0.107798872,Group 2 (Morbidity >=0.1%),-60
176,D50,Iron deficiency anaemia,345840,0.107347556,Group 2 (Morbidity >=0.1%),-60
177,N94,Pain and other conditions associated with female genital organs and menstrual cycle,341457,0.105987087,Group 2 (Morbidity >=0.1%),-60
178,L72,Follicular cysts of skin and subcutaneous tissue,341066,0.105865722,Group 2 (Morbidity >=0.1%),-60
179,C50,Malignant neoplasm of breast,335700,0.104200134,Group 2 (Morbidity >=0.1%),-60
180,R91,Abnormal findings on diagnostic imaging of lung,334261,0.103753474,Group 2 (Morbidity >=0.1%),-60
181,H91,Other hearing loss,333584,0.103543335,Group 2 (Morbidity >=0.1%),-60
182,S52,Fracture of forearm,332271,0.103135784,Group 2 (Morbidity >=0.1%),-60
183,I48,Atrial fibrillation and flutter,331796,0.102988346,Group 2 (Morbidity >=0.1%),-60
184,F06,Other mental disorders due to brain damage and dysfunction and to physical disease,330651,0.102632942,Group 2 (Morbidity >=0.1%),-60
185,F90,Hyperkinetic disorders,328860,0.102077022,Group 2 (Morbidity >=0.1%),-60
186,H19,Disorders of sclera and cornea in diseases classified elsewhere,327974,0.10180201,Group 2 (Morbidity >=0.1%),-60
187,N60,Benign mammary dysplasia,327606,0.101687784,Group 2 (Morbidity >=0.1%),-60
188,S82,"Fracture of lower leg, including ankle",324754,0.100802533,Group 2 (Morbidity >=0.1%),-60
189,S53,"Dislocation, sprain and strain of joints and ligaments of elbow",323697,0.100474444,Group 2 (Morbidity >=0.1%),-60
190,L85,Other epidermal thickening,323394,0.100380394,Group 2 (Morbidity >=0.1%),-60
191,R00,Abnormalities of heart beat,319890,0.099292764,Group 3 (Morbidity >=0.01%),-40
192,I25,Chronic ischaemic heart disease,319426,0.09914874,Group 3 (Morbidity >=0.01%),-40
193,H43,Disorders of vitreous body,317875,0.098667315,Group 3 (Morbidity >=0.01%),-40
194,M23,Internal derangement of knee,311477,0.096681398,Group 3 (Morbidity >=0.01%),-40
195,S06,Intracranial injury,304894,0.094638057,Group 3 (Morbidity >=0.01%),-40
196,L84,Corns and callosities,299656,0.0930122,Group 3 (Morbidity >=0.01%),-40
197,S32,Fracture of lumbar spine and pelvis,297916,0.09247211,Group 3 (Morbidity >=0.01%),-40
198,R31,Unspecified haematuria,297285,0.092276249,Group 3 (Morbidity >=0.01%),-40
199,H02,Other disorders of eyelid,294027,0.091264977,Group 3 (Morbidity >=0.01%),-40
200,I11,Hypertensive heart disease,291168,0.090377553,Group 3 (Morbidity >=0.01%),-40
201,E55,Vitamin D deficiency,281983,0.087526561,Group 3 (Morbidity >=0.01%),-40
202,R52,"Pain, not elsewhere classified",279844,0.086862622,Group 3 (Morbidity >=0.01%),-40
203,I83,Varicose veins of lower extremities,279427,0.086733187,Group 3 (Morbidity >=0.01%),-40
204,L01,Impetigo,276577,0.085848557,Group 3 (Morbidity >=0.01%),-40
205,J98,Other respiratory disorders,274390,0.085169719,Group 3 (Morbidity >=0.01%),-40
206,T16,Foreign body in ear,274277,0.085134645,Group 3 (Morbidity >=0.01%),-40
207,Z71,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",270892,0.084083952,Group 3 (Morbidity >=0.01%),-40
208,M43,Other deforming dorsopathies,269348,0.0836047,Group 3 (Morbidity >=0.01%),-40
209,Z03,"Medical observation and evaluation for suspected diseases and conditions, ruled out",264878,0.082217227,Group 3 (Morbidity >=0.01%),-40
210,I73,Other peripheral vascular diseases,264837,0.082204501,Group 3 (Morbidity >=0.01%),-40
211,L60,Nail disorders,260318,0.080801819,Group 3 (Morbidity >=0.01%),-40
212,L73,Other follicular disorders,260173,0.080756811,Group 3 (Morbidity >=0.01%),-40
213,R68,Other general symptoms and signs,258972,0.080384025,Group 3 (Morbidity >=0.01%),-40
214,E05,Thyrotoxicosis [hyperthyroidism],256045,0.079475494,Group 3 (Morbidity >=0.01%),-40
215,J15,"Bacterial pneumonia, not elsewhere classified",254551,0.079011762,Group 3 (Morbidity >=0.01%),-40
216,M67,Other disorders of synovium and tendon,252824,0.078475707,Group 3 (Morbidity >=0.01%),-40
217,R06,Abnormalities of breathing,249742,0.077519064,Group 3 (Morbidity >=0.01%),-40
218,Z00,General examination and investigation of persons without complaint and reported diagnosis,248704,0.077196873,Group 3 (Morbidity >=0.01%),-40
219,G31,"Other degenerative diseases of nervous system, not elsewhere classified",247756,0.076902617,Group 3 (Morbidity >=0.01%),-40
220,N41,Inflammatory diseases of prostate,246789,0.076602463,Group 3 (Morbidity >=0.01%),-40
221,J42,Unspecified chronic bronchitis,246658,0.076561801,Group 3 (Morbidity >=0.01%),-40
222,F43,"Reaction to severe stress, and adjustment disorders",243239,0.075500555,Group 3 (Morbidity >=0.01%),-40
223,J41,Simple and mucopurulent chronic bronchitis,234251,0.072710711,Group 3 (Morbidity >=0.01%),-40
224,N97,Female infertility,232002,0.072012629,Group 3 (Morbidity >=0.01%),-40
225,D13,Benign neoplasm of other and ill-defined parts of digestive system,231419,0.071831668,Group 3 (Morbidity >=0.01%),-40
226,N80,Endometriosis,229692,0.071295613,Group 3 (Morbidity >=0.01%),-40
227,G56,Mononeuropathies of upper limb,228317,0.070868818,Group 3 (Morbidity >=0.01%),-40
228,M15,Polyarthrosis,222946,0.069201677,Group 3 (Morbidity >=0.01%),-40
229,R04,Haemorrhage from respiratory passages,222925,0.069195159,Group 3 (Morbidity >=0.01%),-40
230,N86,Erosion and ectropion of cervix uteri,221939,0.068889108,Group 3 (Morbidity >=0.01%),-40
231,K82,Other diseases of gallbladder,221359,0.068709078,Group 3 (Morbidity >=0.01%),-40
232,R60,"Oedema, not elsewhere classified",218188,0.06772481,Group 3 (Morbidity >=0.01%),-40
233,L91,Hypertrophic disorders of skin,217199,0.067417828,Group 3 (Morbidity >=0.01%),-40
234,S20,Superficial injury of thorax,212281,0.065891298,Group 3 (Morbidity >=0.01%),-40
235,Z98,Other postsurgical states,209803,0.065122135,Group 3 (Morbidity >=0.01%),-40
236,S91,Open wound of ankle and foot,209171,0.064925964,Group 3 (Morbidity >=0.01%),-40
237,I50,Heart failure,208766,0.064800254,Group 3 (Morbidity >=0.01%),-40
238,K31,Other diseases of stomach and duodenum,205088,0.063658615,Group 3 (Morbidity >=0.01%),-40
239,N84,Polyp of female genital tract,202998,0.063009886,Group 3 (Morbidity >=0.01%),-40
240,T78,"Adverse effects, not elsewhere classified",202276,0.06278578,Group 3 (Morbidity >=0.01%),-40
241,J44,Other chronic obstructive pulmonary disease,200858,0.062345638,Group 3 (Morbidity >=0.01%),-40
242,K26,Duodenal ulcer,196760,0.061073632,Group 3 (Morbidity >=0.01%),-40
243,R19,Other symptoms and signs involving the digestive system and abdomen,195631,0.060723195,Group 3 (Morbidity >=0.01%),-40
244,S81,Open wound of lower leg,193740,0.060136235,Group 3 (Morbidity >=0.01%),-40
245,C16,Malignant neoplasm of stomach,193413,0.060034735,Group 3 (Morbidity >=0.01%),-40
246,E07,Other disorders of thyroid,191827,0.059542446,Group 3 (Morbidity >=0.01%),-40
247,T23,Burn and corrosion of wrist and hand,190269,0.059058848,Group 3 (Morbidity >=0.01%),-40
248,D17,Benign lipomatous neoplasm,188476,0.058502307,Group 3 (Morbidity >=0.01%),-40
249,K92,Other diseases of digestive system,187369,0.058158698,Group 3 (Morbidity >=0.01%),-40
250,E30,"Disorders of puberty, not elsewhere classified",187279,0.058130762,Group 3 (Morbidity >=0.01%),-40
251,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",185246,0.057499726,Group 3 (Morbidity >=0.01%),-40
252,D27,Benign neoplasm of ovary,184614,0.057303555,Group 3 (Morbidity >=0.01%),-40
253,C61,Malignant neoplasm of prostate,184118,0.057149599,Group 3 (Morbidity >=0.01%),-40
254,C34,Malignant neoplasm of bronchus and lung,184068,0.057134079,Group 3 (Morbidity >=0.01%),-40
255,I49,Other cardiac arrhythmias,182839,0.056752602,Group 3 (Morbidity >=0.01%),-40
256,D34,Benign neoplasm of thyroid gland,181030,0.056191094,Group 3 (Morbidity >=0.01%),-40
257,K86,Other diseases of pancreas,179213,0.055627104,Group 3 (Morbidity >=0.01%),-40
258,H68,Eustachian salpingitis and obstruction,178253,0.055329123,Group 3 (Morbidity >=0.01%),-40
259,I87,Other disorders of veins,174650,0.054210764,Group 3 (Morbidity >=0.01%),-40
260,N10,Acute tubulo-interstitial nephritis,174602,0.054195865,Group 3 (Morbidity >=0.01%),-40
261,E86,Volume depletion,173730,0.053925199,Group 3 (Morbidity >=0.01%),-40
262,D64,Other anaemias,173661,0.053903782,Group 3 (Morbidity >=0.01%),-40
263,L63,Alopecia areata,173579,0.053878329,Group 3 (Morbidity >=0.01%),-40
264,Z39,Postpartum care and examination,172272,0.053472641,Group 3 (Morbidity >=0.01%),-40
265,R92,Abnormal findings on diagnostic imaging of breast,171958,0.053375176,Group 3 (Morbidity >=0.01%),-40
266,K60,Fissure and fistula of anal and rectal regions,171271,0.053161934,Group 3 (Morbidity >=0.01%),-40
267,R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",171006,0.053079679,Group 3 (Morbidity >=0.01%),-40
268,S73,"Dislocation, sprain and strain of joint and ligaments of hip",170328,0.05286923,Group 3 (Morbidity >=0.01%),-40
269,M24,Other specific joint derangements,169781,0.052699443,Group 3 (Morbidity >=0.01%),-40
270,H50,Other strabismus,168364,0.052259611,Group 3 (Morbidity >=0.01%),-40
271,I21,Acute myocardial infarction,167390,0.051957285,Group 3 (Morbidity >=0.01%),-40
272,H33,Retinal detachments and breaks,166800,0.051774151,Group 3 (Morbidity >=0.01%),-40
273,Z01,Other special examinations and investigations of persons without complaint or reported diagnosis,166091,0.05155408,Group 3 (Morbidity >=0.01%),-40
274,S46,Injury of muscle and tendon at shoulder and upper arm level,162244,0.050359984,Group 3 (Morbidity >=0.01%),-40
275,S42,Fracture of shoulder and upper arm,161826,0.050230238,Group 3 (Morbidity >=0.01%),-40
276,Z31,Procreative management,161452,0.05011415,Group 3 (Morbidity >=0.01%),-40
277,G40,Epilepsy,161059,0.049992164,Group 3 (Morbidity >=0.01%),-40
278,N87,Dysplasia of cervix uteri,158255,0.049121812,Group 3 (Morbidity >=0.01%),-40
279,R03,"Abnormal blood-pressure reading, without diagnosis",157132,0.048773236,Group 3 (Morbidity >=0.01%),-40
280,R55,Syncope and collapse,156706,0.048641008,Group 3 (Morbidity >=0.01%),-40
281,M05,Seropositive rheumatoid arthritis,154857,0.048067084,Group 3 (Morbidity >=0.01%),-40
282,L40,Psoriasis,154272,0.047885502,Group 3 (Morbidity >=0.01%),-40
283,B30,Viral conjunctivitis,153684,0.047702989,Group 3 (Morbidity >=0.01%),-40
284,K06,Other disorders of gingiva and edentulous alveolar ridge,151911,0.047152656,Group 3 (Morbidity >=0.01%),-40
